individual,population
admixed_112773,admixed
admixed_112786,admixed
admixed_112800,admixed
admixed_112801,admixed
admixed_112817,admixed
admixed_112823,admixed
admixed_112833,admixed
admixed_112837,admixed
admixed_112839,admixed
admixed_112846,admixed
admixed_112853,admixed
admixed_112854,admixed
admixed_112859,admixed
admixed_112864,admixed
admixed_112867,admixed
admixed_112871,admixed
admixed_112875,admixed
admixed_112880,admixed
admixed_112882,admixed
admixed_112889,admixed
admixed_112900,admixed
admixed_112901,admixed
admixed_112903,admixed
admixed_112905,admixed
admixed_112918,admixed
admixed_112923,admixed
admixed_112925,admixed
admixed_112930,admixed
admixed_112938,admixed
admixed_112940,admixed
admixed_112960,admixed
admixed_112962,admixed
admixed_112967,admixed
admixed_112971,admixed
admixed_112982,admixed
admixed_112983,admixed
admixed_112984,admixed
admixed_112988,admixed
admixed_113000,admixed
admixed_113001,admixed
admixed_113002,admixed
admixed_113004,admixed
admixed_113012,admixed
admixed_113015,admixed
admixed_113018,admixed
admixed_113025,admixed
admixed_113028,admixed
admixed_113030,admixed
admixed_113033,admixed
admixed_113034,admixed
admixed_113039,admixed
admixed_113046,admixed
admixed_113047,admixed
admixed_113061,admixed
admixed_113064,admixed
admixed_113071,admixed
admixed_113073,admixed
admixed_113090,admixed
admixed_113094,admixed
admixed_113106,admixed
admixed_113109,admixed
admixed_113110,admixed
admixed_113115,admixed
admixed_113117,admixed
admixed_113129,admixed
admixed_113132,admixed
admixed_113134,admixed
admixed_113143,admixed
admixed_113149,admixed
admixed_113150,admixed
admixed_113153,admixed
admixed_113180,admixed
admixed_113186,admixed
admixed_113189,admixed
admixed_113192,admixed
admixed_113194,admixed
admixed_113195,admixed
admixed_113200,admixed
admixed_113205,admixed
admixed_113215,admixed
admixed_113217,admixed
admixed_113222,admixed
admixed_113226,admixed
admixed_113228,admixed
admixed_113232,admixed
admixed_113233,admixed
admixed_113236,admixed
admixed_113239,admixed
admixed_113245,admixed
admixed_113257,admixed
admixed_113264,admixed
admixed_113277,admixed
admixed_113279,admixed
admixed_113281,admixed
admixed_113290,admixed
admixed_113297,admixed
admixed_113301,admixed
admixed_113303,admixed
admixed_113306,admixed
admixed_113309,admixed
admixed_113310,admixed
admixed_113317,admixed
admixed_113324,admixed
admixed_113333,admixed
admixed_113337,admixed
admixed_113348,admixed
admixed_113358,admixed
admixed_113363,admixed
admixed_113369,admixed
admixed_113370,admixed
admixed_113371,admixed
admixed_113375,admixed
admixed_113378,admixed
admixed_113379,admixed
admixed_113381,admixed
admixed_113382,admixed
admixed_113383,admixed
admixed_113393,admixed
admixed_113395,admixed
admixed_113398,admixed
admixed_113403,admixed
admixed_113412,admixed
admixed_113422,admixed
admixed_113423,admixed
admixed_113426,admixed
admixed_113430,admixed
admixed_113432,admixed
admixed_113437,admixed
admixed_113438,admixed
admixed_113443,admixed
admixed_113448,admixed
admixed_113449,admixed
admixed_113454,admixed
admixed_113461,admixed
admixed_113464,admixed
admixed_113468,admixed
admixed_113472,admixed
admixed_113475,admixed
admixed_113480,admixed
admixed_113485,admixed
admixed_113487,admixed
admixed_113493,admixed
admixed_113494,admixed
admixed_113497,admixed
admixed_113498,admixed
admixed_113501,admixed
admixed_113509,admixed
admixed_113513,admixed
admixed_113516,admixed
admixed_113527,admixed
admixed_113529,admixed
admixed_113537,admixed
admixed_113542,admixed
admixed_113546,admixed
admixed_113549,admixed
admixed_113552,admixed
admixed_113553,admixed
admixed_113573,admixed
admixed_113578,admixed
admixed_113582,admixed
admixed_113592,admixed
admixed_113594,admixed
admixed_113597,admixed
admixed_113600,admixed
admixed_113603,admixed
admixed_113604,admixed
admixed_113606,admixed
admixed_113607,admixed
admixed_113612,admixed
admixed_113618,admixed
admixed_113638,admixed
admixed_113642,admixed
admixed_113646,admixed
admixed_113653,admixed
admixed_113659,admixed
admixed_113667,admixed
admixed_113668,admixed
admixed_113670,admixed
admixed_113671,admixed
admixed_113673,admixed
admixed_113678,admixed
admixed_113687,admixed
admixed_113689,admixed
admixed_113692,admixed
admixed_113705,admixed
admixed_113710,admixed
admixed_113720,admixed
admixed_113723,admixed
admixed_113729,admixed
admixed_113734,admixed
admixed_113741,admixed
admixed_113745,admixed
admixed_113752,admixed
admixed_113758,admixed
admixed_113769,admixed
admixed_113776,admixed
admixed_113777,admixed
admixed_113782,admixed
admixed_113793,admixed
admixed_113797,admixed
admixed_113799,admixed
admixed_113802,admixed
admixed_113814,admixed
admixed_113820,admixed
admixed_113827,admixed
admixed_113830,admixed
admixed_113832,admixed
admixed_113834,admixed
admixed_113836,admixed
admixed_113853,admixed
admixed_113855,admixed
admixed_113862,admixed
admixed_113867,admixed
admixed_113875,admixed
admixed_113878,admixed
admixed_113881,admixed
admixed_113885,admixed
admixed_113889,admixed
admixed_113890,admixed
admixed_113893,admixed
admixed_113922,admixed
admixed_113925,admixed
admixed_113931,admixed
admixed_113932,admixed
admixed_113936,admixed
admixed_113937,admixed
admixed_113940,admixed
admixed_113949,admixed
admixed_113955,admixed
admixed_113959,admixed
admixed_113964,admixed
admixed_113969,admixed
admixed_113970,admixed
admixed_113971,admixed
admixed_113977,admixed
admixed_113984,admixed
admixed_113991,admixed
admixed_113992,admixed
admixed_114007,admixed
admixed_114010,admixed
admixed_114016,admixed
admixed_114018,admixed
admixed_114019,admixed
admixed_114024,admixed
admixed_114030,admixed
admixed_114033,admixed
admixed_114035,admixed
admixed_114038,admixed
admixed_114042,admixed
admixed_114047,admixed
admixed_114048,admixed
admixed_114051,admixed
admixed_114053,admixed
admixed_114056,admixed
admixed_114061,admixed
admixed_114067,admixed
admixed_114072,admixed
admixed_114076,admixed
admixed_114081,admixed
admixed_114082,admixed
admixed_114085,admixed
admixed_114098,admixed
admixed_114104,admixed
admixed_114107,admixed
admixed_114112,admixed
admixed_114113,admixed
admixed_114114,admixed
admixed_114116,admixed
admixed_114120,admixed
admixed_114122,admixed
admixed_114124,admixed
admixed_114126,admixed
admixed_114132,admixed
admixed_114133,admixed
admixed_114134,admixed
admixed_114138,admixed
admixed_114154,admixed
admixed_114158,admixed
admixed_114166,admixed
admixed_114168,admixed
admixed_114181,admixed
admixed_114182,admixed
admixed_114184,admixed
admixed_114185,admixed
admixed_114190,admixed
admixed_114194,admixed
admixed_114198,admixed
admixed_114200,admixed
admixed_114207,admixed
admixed_114212,admixed
admixed_114213,admixed
admixed_114214,admixed
admixed_114218,admixed
admixed_114221,admixed
admixed_114222,admixed
admixed_114224,admixed
admixed_114233,admixed
admixed_114239,admixed
admixed_114252,admixed
admixed_114259,admixed
admixed_114260,admixed
admixed_114265,admixed
admixed_114266,admixed
admixed_114272,admixed
admixed_114275,admixed
admixed_114277,admixed
admixed_114283,admixed
admixed_114287,admixed
admixed_114289,admixed
admixed_114290,admixed
admixed_114303,admixed
admixed_114305,admixed
admixed_114306,admixed
admixed_114308,admixed
admixed_114314,admixed
admixed_114321,admixed
admixed_114329,admixed
admixed_114330,admixed
admixed_114332,admixed
admixed_114345,admixed
admixed_114350,admixed
admixed_114352,admixed
admixed_114356,admixed
admixed_114366,admixed
admixed_114369,admixed
admixed_114373,admixed
admixed_114375,admixed
admixed_114377,admixed
admixed_114383,admixed
admixed_114384,admixed
admixed_114396,admixed
admixed_114397,admixed
admixed_114398,admixed
admixed_114399,admixed
admixed_114405,admixed
admixed_114418,admixed
admixed_114419,admixed
admixed_114429,admixed
admixed_114430,admixed
admixed_114431,admixed
admixed_114432,admixed
admixed_114436,admixed
admixed_114440,admixed
admixed_114448,admixed
admixed_114449,admixed
admixed_114453,admixed
admixed_114454,admixed
admixed_114455,admixed
admixed_114456,admixed
admixed_114462,admixed
admixed_114470,admixed
admixed_114478,admixed
admixed_114481,admixed
admixed_114489,admixed
admixed_114501,admixed
admixed_114502,admixed
admixed_114509,admixed
admixed_114511,admixed
admixed_114519,admixed
admixed_114526,admixed
admixed_114535,admixed
admixed_114536,admixed
admixed_114538,admixed
admixed_114542,admixed
admixed_114545,admixed
admixed_114548,admixed
admixed_114549,admixed
admixed_114554,admixed
admixed_114560,admixed
admixed_114563,admixed
admixed_114571,admixed
admixed_114576,admixed
admixed_114580,admixed
admixed_114582,admixed
admixed_114586,admixed
admixed_114589,admixed
admixed_114590,admixed
admixed_114591,admixed
admixed_114593,admixed
admixed_114597,admixed
admixed_114598,admixed
admixed_114603,admixed
admixed_114605,admixed
admixed_114609,admixed
admixed_114610,admixed
admixed_114614,admixed
admixed_114620,admixed
admixed_114627,admixed
admixed_114634,admixed
admixed_114637,admixed
admixed_114639,admixed
admixed_114642,admixed
admixed_114644,admixed
admixed_114645,admixed
admixed_114647,admixed
admixed_114648,admixed
admixed_114650,admixed
admixed_114660,admixed
admixed_114662,admixed
admixed_114665,admixed
admixed_114670,admixed
admixed_114678,admixed
admixed_114689,admixed
admixed_114695,admixed
admixed_114697,admixed
admixed_114699,admixed
admixed_114704,admixed
admixed_114710,admixed
admixed_114714,admixed
admixed_114718,admixed
admixed_114721,admixed
admixed_114725,admixed
admixed_114731,admixed
admixed_114740,admixed
admixed_114748,admixed
admixed_114759,admixed
admixed_114762,admixed
admixed_114763,admixed
admixed_114769,admixed
admixed_114773,admixed
admixed_114782,admixed
admixed_114784,admixed
admixed_114787,admixed
admixed_114791,admixed
admixed_114807,admixed
admixed_114812,admixed
admixed_114816,admixed
admixed_114825,admixed
admixed_114831,admixed
admixed_114837,admixed
admixed_114838,admixed
admixed_114843,admixed
admixed_114853,admixed
admixed_114856,admixed
admixed_114858,admixed
admixed_114862,admixed
admixed_114867,admixed
admixed_114877,admixed
admixed_114878,admixed
admixed_114886,admixed
admixed_114888,admixed
admixed_114901,admixed
admixed_114902,admixed
admixed_114906,admixed
admixed_114911,admixed
admixed_114915,admixed
admixed_114922,admixed
admixed_114939,admixed
admixed_114947,admixed
admixed_114949,admixed
admixed_114950,admixed
admixed_114975,admixed
admixed_114978,admixed
admixed_114981,admixed
admixed_114992,admixed
admixed_114996,admixed
admixed_115000,admixed
admixed_115011,admixed
admixed_115013,admixed
admixed_115019,admixed
admixed_115035,admixed
admixed_115041,admixed
admixed_115044,admixed
admixed_115047,admixed
admixed_115054,admixed
admixed_115059,admixed
admixed_115060,admixed
admixed_115062,admixed
admixed_115064,admixed
admixed_115065,admixed
admixed_115084,admixed
admixed_115087,admixed
admixed_115091,admixed
admixed_115097,admixed
admixed_115101,admixed
admixed_115103,admixed
admixed_115104,admixed
admixed_115107,admixed
admixed_115110,admixed
admixed_115111,admixed
admixed_115114,admixed
admixed_115125,admixed
admixed_115131,admixed
admixed_115134,admixed
admixed_115138,admixed
admixed_115141,admixed
admixed_115147,admixed
admixed_115149,admixed
admixed_115156,admixed
admixed_115157,admixed
admixed_115160,admixed
admixed_115164,admixed
admixed_115165,admixed
admixed_115168,admixed
admixed_115174,admixed
admixed_115182,admixed
admixed_115186,admixed
admixed_115188,admixed
admixed_115190,admixed
admixed_115193,admixed
admixed_115194,admixed
admixed_115198,admixed
admixed_115210,admixed
admixed_115211,admixed
admixed_115214,admixed
admixed_115225,admixed
admixed_115231,admixed
admixed_115232,admixed
admixed_115234,admixed
admixed_115238,admixed
admixed_115241,admixed
admixed_115247,admixed
admixed_115258,admixed
admixed_115260,admixed
admixed_115268,admixed
admixed_115269,admixed
admixed_115276,admixed
admixed_115280,admixed
admixed_115281,admixed
admixed_115284,admixed
admixed_115286,admixed
admixed_115291,admixed
admixed_115292,admixed
admixed_115297,admixed
admixed_115308,admixed
admixed_115321,admixed
admixed_115322,admixed
admixed_115323,admixed
admixed_115328,admixed
admixed_115332,admixed
admixed_115334,admixed
admixed_115335,admixed
admixed_115336,admixed
admixed_115338,admixed
admixed_115344,admixed
admixed_115354,admixed
admixed_115364,admixed
admixed_115366,admixed
admixed_115374,admixed
admixed_115377,admixed
admixed_115379,admixed
admixed_115381,admixed
admixed_115382,admixed
admixed_115384,admixed
admixed_115386,admixed
admixed_115390,admixed
admixed_115396,admixed
admixed_115398,admixed
admixed_115400,admixed
admixed_115403,admixed
admixed_115407,admixed
admixed_115413,admixed
admixed_115414,admixed
admixed_115428,admixed
admixed_115432,admixed
admixed_115435,admixed
admixed_115439,admixed
admixed_115441,admixed
admixed_115449,admixed
admixed_115455,admixed
admixed_115457,admixed
admixed_115462,admixed
admixed_115467,admixed
admixed_115490,admixed
admixed_115493,admixed
admixed_115494,admixed
admixed_115521,admixed
admixed_115537,admixed
admixed_115540,admixed
admixed_115546,admixed
admixed_115547,admixed
admixed_115563,admixed
admixed_115582,admixed
admixed_115586,admixed
admixed_115590,admixed
admixed_115592,admixed
admixed_115595,admixed
admixed_115603,admixed
admixed_115605,admixed
admixed_115608,admixed
admixed_115609,admixed
admixed_115612,admixed
admixed_115616,admixed
admixed_115619,admixed
admixed_115624,admixed
admixed_115627,admixed
admixed_115631,admixed
admixed_115633,admixed
admixed_115634,admixed
admixed_115636,admixed
admixed_115637,admixed
admixed_115639,admixed
admixed_115641,admixed
admixed_115643,admixed
admixed_115647,admixed
admixed_115648,admixed
admixed_115650,admixed
admixed_115654,admixed
admixed_115658,admixed
admixed_115663,admixed
admixed_115667,admixed
admixed_115669,admixed
admixed_115671,admixed
admixed_115674,admixed
admixed_115675,admixed
admixed_115677,admixed
admixed_115692,admixed
admixed_115696,admixed
admixed_115705,admixed
admixed_115706,admixed
admixed_115711,admixed
admixed_115715,admixed
admixed_115717,admixed
admixed_115718,admixed
admixed_115722,admixed
admixed_115730,admixed
admixed_115742,admixed
admixed_115749,admixed
admixed_115750,admixed
admixed_115757,admixed
admixed_115763,admixed
admixed_115764,admixed
admixed_115768,admixed
admixed_115769,admixed
admixed_115770,admixed
admixed_115774,admixed
admixed_115782,admixed
admixed_115785,admixed
admixed_115786,admixed
admixed_115790,admixed
admixed_115793,admixed
admixed_115795,admixed
admixed_115799,admixed
admixed_115801,admixed
admixed_115809,admixed
admixed_115810,admixed
admixed_115812,admixed
admixed_115813,admixed
admixed_115821,admixed
admixed_115823,admixed
admixed_115828,admixed
admixed_115837,admixed
admixed_115839,admixed
admixed_115840,admixed
admixed_115841,admixed
admixed_115844,admixed
admixed_115856,admixed
admixed_115860,admixed
admixed_115865,admixed
admixed_115870,admixed
admixed_115871,admixed
admixed_115875,admixed
admixed_115878,admixed
admixed_115892,admixed
admixed_115896,admixed
admixed_115897,admixed
admixed_115898,admixed
admixed_115900,admixed
admixed_115902,admixed
admixed_115903,admixed
admixed_115906,admixed
admixed_115919,admixed
admixed_115921,admixed
admixed_115922,admixed
admixed_115923,admixed
admixed_115925,admixed
admixed_115927,admixed
admixed_115928,admixed
admixed_115930,admixed
admixed_115934,admixed
admixed_115938,admixed
admixed_115939,admixed
admixed_115942,admixed
admixed_115943,admixed
admixed_115951,admixed
admixed_115957,admixed
admixed_115960,admixed
admixed_115962,admixed
admixed_115965,admixed
admixed_115966,admixed
admixed_115967,admixed
admixed_115969,admixed
admixed_115981,admixed
admixed_115983,admixed
admixed_115986,admixed
admixed_115993,admixed
admixed_115994,admixed
admixed_115995,admixed
admixed_115996,admixed
admixed_115997,admixed
admixed_116002,admixed
admixed_116007,admixed
admixed_116027,admixed
admixed_116032,admixed
admixed_116037,admixed
admixed_116041,admixed
admixed_116043,admixed
admixed_116047,admixed
admixed_116052,admixed
admixed_116059,admixed
admixed_116068,admixed
admixed_116082,admixed
admixed_116088,admixed
admixed_116089,admixed
admixed_116092,admixed
admixed_116096,admixed
admixed_116107,admixed
admixed_116120,admixed
admixed_116121,admixed
admixed_116129,admixed
admixed_116130,admixed
admixed_116138,admixed
admixed_116139,admixed
admixed_116141,admixed
admixed_116145,admixed
admixed_116153,admixed
admixed_116154,admixed
admixed_116156,admixed
admixed_116162,admixed
admixed_116167,admixed
admixed_116169,admixed
admixed_116175,admixed
admixed_116183,admixed
admixed_116185,admixed
admixed_116190,admixed
admixed_116193,admixed
admixed_116197,admixed
admixed_116198,admixed
admixed_116200,admixed
admixed_116204,admixed
admixed_116213,admixed
admixed_116218,admixed
admixed_116219,admixed
admixed_116221,admixed
admixed_116222,admixed
admixed_116223,admixed
admixed_116224,admixed
admixed_116230,admixed
admixed_116235,admixed
admixed_116241,admixed
admixed_116245,admixed
admixed_116246,admixed
admixed_116249,admixed
admixed_116253,admixed
admixed_116259,admixed
admixed_116264,admixed
admixed_116266,admixed
admixed_116278,admixed
admixed_116290,admixed
admixed_116300,admixed
admixed_116301,admixed
admixed_116303,admixed
admixed_116308,admixed
admixed_116309,admixed
admixed_116311,admixed
admixed_116315,admixed
admixed_116316,admixed
admixed_116321,admixed
admixed_116335,admixed
admixed_116338,admixed
admixed_116340,admixed
admixed_116352,admixed
admixed_116355,admixed
admixed_116361,admixed
admixed_116383,admixed
admixed_116390,admixed
admixed_116398,admixed
admixed_116405,admixed
admixed_116407,admixed
admixed_116414,admixed
admixed_116416,admixed
admixed_116417,admixed
admixed_116418,admixed
admixed_116421,admixed
admixed_116424,admixed
admixed_116425,admixed
admixed_116428,admixed
admixed_116434,admixed
admixed_116438,admixed
admixed_116443,admixed
admixed_116445,admixed
admixed_116448,admixed
admixed_116450,admixed
admixed_116452,admixed
admixed_116456,admixed
admixed_116458,admixed
admixed_116459,admixed
admixed_116462,admixed
admixed_116469,admixed
admixed_116474,admixed
admixed_116477,admixed
admixed_116490,admixed
admixed_116493,admixed
admixed_116494,admixed
admixed_116495,admixed
admixed_116499,admixed
admixed_116502,admixed
admixed_116505,admixed
admixed_116512,admixed
admixed_116517,admixed
admixed_116529,admixed
admixed_116538,admixed
admixed_116544,admixed
admixed_116545,admixed
admixed_116549,admixed
admixed_116554,admixed
admixed_116555,admixed
admixed_116565,admixed
admixed_116584,admixed
admixed_116588,admixed
admixed_116593,admixed
admixed_116595,admixed
admixed_116596,admixed
admixed_116612,admixed
admixed_116615,admixed
admixed_116617,admixed
admixed_116629,admixed
admixed_116630,admixed
admixed_116635,admixed
admixed_116639,admixed
admixed_116657,admixed
admixed_116658,admixed
admixed_116661,admixed
admixed_116663,admixed
admixed_116671,admixed
admixed_116676,admixed
admixed_116678,admixed
admixed_116683,admixed
admixed_116694,admixed
admixed_116704,admixed
admixed_116714,admixed
admixed_116717,admixed
admixed_116718,admixed
admixed_116720,admixed
admixed_116723,admixed
admixed_116738,admixed
admixed_116744,admixed
admixed_116751,admixed
admixed_116755,admixed
admixed_116767,admixed
admixed_116771,admixed
admixed_116776,admixed
admixed_116781,admixed
admixed_116782,admixed
admixed_116785,admixed
admixed_116807,admixed
admixed_116810,admixed
admixed_116814,admixed
admixed_116822,admixed
admixed_116825,admixed
admixed_116829,admixed
admixed_116835,admixed
admixed_116844,admixed
admixed_116856,admixed
admixed_116860,admixed
admixed_116866,admixed
admixed_116888,admixed
admixed_116898,admixed
admixed_116899,admixed
admixed_116903,admixed
admixed_116905,admixed
admixed_116911,admixed
admixed_116918,admixed
admixed_116919,admixed
admixed_116923,admixed
admixed_116938,admixed
admixed_116944,admixed
admixed_116945,admixed
admixed_116948,admixed
admixed_116954,admixed
admixed_116958,admixed
admixed_116971,admixed
admixed_116972,admixed
admixed_116983,admixed
admixed_116989,admixed
admixed_116991,admixed
admixed_116994,admixed
admixed_116999,admixed
admixed_117002,admixed
admixed_117009,admixed
admixed_117017,admixed
admixed_117019,admixed
admixed_117023,admixed
admixed_117024,admixed
admixed_117029,admixed
admixed_117030,admixed
admixed_117034,admixed
admixed_117052,admixed
admixed_117053,admixed
admixed_117064,admixed
admixed_117066,admixed
admixed_117076,admixed
admixed_117077,admixed
admixed_117080,admixed
admixed_117091,admixed
admixed_117093,admixed
admixed_117094,admixed
admixed_117099,admixed
admixed_117100,admixed
admixed_117101,admixed
admixed_117117,admixed
admixed_117119,admixed
admixed_117130,admixed
admixed_117146,admixed
admixed_117148,admixed
admixed_117153,admixed
admixed_117157,admixed
admixed_117167,admixed
admixed_117168,admixed
admixed_117171,admixed
admixed_117173,admixed
admixed_117175,admixed
admixed_117178,admixed
admixed_117184,admixed
admixed_117198,admixed
admixed_117203,admixed
admixed_117206,admixed
admixed_117215,admixed
admixed_117216,admixed
admixed_117217,admixed
admixed_117218,admixed
admixed_117223,admixed
admixed_117226,admixed
admixed_117229,admixed
admixed_117246,admixed
admixed_117248,admixed
admixed_117250,admixed
admixed_117253,admixed
admixed_117256,admixed
admixed_117259,admixed
admixed_117260,admixed
admixed_117261,admixed
admixed_117280,admixed
admixed_117282,admixed
admixed_117285,admixed
admixed_117292,admixed
admixed_117293,admixed
admixed_117296,admixed
admixed_117297,admixed
admixed_117298,admixed
admixed_117313,admixed
admixed_117317,admixed
admixed_117319,admixed
admixed_117323,admixed
admixed_117325,admixed
admixed_117329,admixed
admixed_117340,admixed
admixed_117343,admixed
admixed_117350,admixed
admixed_117356,admixed
admixed_117360,admixed
admixed_117378,admixed
admixed_117379,admixed
admixed_117381,admixed
admixed_117382,admixed
admixed_117392,admixed
admixed_117399,admixed
admixed_117402,admixed
admixed_117411,admixed
admixed_117415,admixed
admixed_117435,admixed
admixed_117436,admixed
admixed_117440,admixed
admixed_117442,admixed
admixed_117449,admixed
admixed_117463,admixed
admixed_117464,admixed
admixed_117466,admixed
admixed_117482,admixed
admixed_117487,admixed
admixed_117495,admixed
admixed_117496,admixed
admixed_117497,admixed
admixed_117508,admixed
admixed_117509,admixed
admixed_117511,admixed
admixed_117512,admixed
admixed_117516,admixed
admixed_117523,admixed
admixed_117533,admixed
admixed_117537,admixed
admixed_117538,admixed
admixed_117539,admixed
admixed_117540,admixed
admixed_117541,admixed
admixed_117542,admixed
admixed_117545,admixed
admixed_117547,admixed
admixed_117553,admixed
admixed_117557,admixed
admixed_117559,admixed
admixed_117561,admixed
admixed_117564,admixed
admixed_117566,admixed
admixed_117571,admixed
admixed_117584,admixed
admixed_117585,admixed
admixed_117586,admixed
admixed_117588,admixed
admixed_117589,admixed
admixed_117594,admixed
admixed_117599,admixed
admixed_117603,admixed
admixed_117608,admixed
admixed_117613,admixed
admixed_117615,admixed
admixed_117618,admixed
admixed_117620,admixed
admixed_117622,admixed
admixed_117624,admixed
admixed_117632,admixed
admixed_117636,admixed
admixed_117637,admixed
admixed_117638,admixed
admixed_117644,admixed
admixed_117646,admixed
admixed_117653,admixed
admixed_117657,admixed
admixed_117660,admixed
admixed_117661,admixed
admixed_117662,admixed
admixed_117666,admixed
admixed_117672,admixed
admixed_117674,admixed
admixed_117675,admixed
admixed_117677,admixed
admixed_117678,admixed
admixed_117680,admixed
admixed_117681,admixed
admixed_117683,admixed
admixed_117696,admixed
admixed_117701,admixed
admixed_117707,admixed
admixed_117708,admixed
admixed_117709,admixed
admixed_117711,admixed
admixed_117713,admixed
admixed_117721,admixed
admixed_117724,admixed
admixed_117728,admixed
admixed_117740,admixed
admixed_117741,admixed
admixed_117742,admixed
admixed_117751,admixed
admixed_117763,admixed
admixed_117769,admixed
admixed_117771,admixed
admixed_117777,admixed
admixed_117778,admixed
admixed_117788,admixed
admixed_117794,admixed
admixed_117795,admixed
admixed_117798,admixed
admixed_117807,admixed
admixed_117809,admixed
admixed_117815,admixed
admixed_117820,admixed
admixed_117822,admixed
admixed_117829,admixed
admixed_117833,admixed
admixed_117836,admixed
admixed_117838,admixed
admixed_117851,admixed
admixed_117852,admixed
admixed_117857,admixed
admixed_117862,admixed
admixed_117870,admixed
admixed_117878,admixed
admixed_117886,admixed
admixed_117891,admixed
admixed_117896,admixed
admixed_117897,admixed
admixed_117898,admixed
admixed_117902,admixed
admixed_117903,admixed
admixed_117904,admixed
admixed_117906,admixed
admixed_117920,admixed
admixed_117927,admixed
admixed_117939,admixed
admixed_117941,admixed
admixed_117943,admixed
admixed_117949,admixed
admixed_117950,admixed
admixed_117956,admixed
admixed_117960,admixed
admixed_117961,admixed
admixed_117973,admixed
admixed_117992,admixed
admixed_117996,admixed
admixed_117997,admixed
admixed_118005,admixed
admixed_118006,admixed
admixed_118009,admixed
admixed_118020,admixed
admixed_118022,admixed
admixed_118023,admixed
admixed_118028,admixed
admixed_118063,admixed
admixed_118064,admixed
admixed_118068,admixed
admixed_118069,admixed
admixed_118070,admixed
admixed_118080,admixed
admixed_118085,admixed
admixed_118089,admixed
admixed_118091,admixed
admixed_118095,admixed
admixed_118113,admixed
admixed_118123,admixed
admixed_118132,admixed
admixed_118141,admixed
admixed_118143,admixed
admixed_118144,admixed
admixed_118147,admixed
admixed_118149,admixed
admixed_118150,admixed
admixed_118155,admixed
admixed_118158,admixed
admixed_118159,admixed
admixed_118171,admixed
admixed_118187,admixed
admixed_118193,admixed
admixed_118195,admixed
admixed_118198,admixed
admixed_118200,admixed
admixed_118210,admixed
admixed_118213,admixed
admixed_118219,admixed
admixed_118223,admixed
admixed_118224,admixed
admixed_118227,admixed
admixed_118230,admixed
admixed_118246,admixed
admixed_118247,admixed
admixed_118249,admixed
admixed_118252,admixed
admixed_118261,admixed
admixed_118266,admixed
admixed_118268,admixed
admixed_118271,admixed
admixed_118272,admixed
admixed_118284,admixed
admixed_118287,admixed
admixed_118293,admixed
admixed_118296,admixed
admixed_118305,admixed
admixed_118314,admixed
admixed_118322,admixed
admixed_118323,admixed
admixed_118336,admixed
admixed_118338,admixed
admixed_118344,admixed
admixed_118354,admixed
admixed_118355,admixed
admixed_118356,admixed
admixed_118357,admixed
admixed_118358,admixed
admixed_118363,admixed
admixed_118365,admixed
admixed_118381,admixed
admixed_118383,admixed
admixed_118387,admixed
admixed_118396,admixed
admixed_118397,admixed
admixed_118399,admixed
admixed_118400,admixed
admixed_118402,admixed
admixed_118403,admixed
admixed_118404,admixed
admixed_118405,admixed
admixed_118408,admixed
admixed_118411,admixed
admixed_118415,admixed
admixed_118420,admixed
admixed_118429,admixed
admixed_118432,admixed
admixed_118433,admixed
admixed_118434,admixed
admixed_118436,admixed
admixed_118438,admixed
admixed_118454,admixed
admixed_118457,admixed
admixed_118465,admixed
admixed_118467,admixed
admixed_118469,admixed
admixed_118474,admixed
admixed_118477,admixed
admixed_118480,admixed
admixed_118491,admixed
admixed_118492,admixed
admixed_118493,admixed
admixed_118495,admixed
admixed_118499,admixed
admixed_118504,admixed
admixed_118510,admixed
admixed_118512,admixed
admixed_118518,admixed
admixed_118521,admixed
admixed_118524,admixed
admixed_118531,admixed
admixed_118538,admixed
admixed_118539,admixed
admixed_118543,admixed
admixed_118556,admixed
admixed_118558,admixed
admixed_118560,admixed
admixed_118567,admixed
admixed_118571,admixed
admixed_118572,admixed
admixed_118575,admixed
admixed_118579,admixed
admixed_118587,admixed
admixed_118588,admixed
admixed_118590,admixed
admixed_118592,admixed
admixed_118597,admixed
admixed_118603,admixed
admixed_118618,admixed
admixed_118637,admixed
admixed_118638,admixed
admixed_118655,admixed
admixed_118663,admixed
admixed_118665,admixed
admixed_118673,admixed
admixed_118685,admixed
admixed_118687,admixed
admixed_118691,admixed
admixed_118693,admixed
admixed_118708,admixed
admixed_118710,admixed
admixed_118711,admixed
admixed_118714,admixed
admixed_118718,admixed
admixed_118719,admixed
admixed_118724,admixed
admixed_118728,admixed
admixed_118735,admixed
admixed_118737,admixed
admixed_118747,admixed
admixed_118750,admixed
admixed_118751,admixed
admixed_118752,admixed
admixed_118753,admixed
admixed_118757,admixed
admixed_118761,admixed
admixed_118764,admixed
admixed_118767,admixed
admixed_118769,admixed
admixed_118770,admixed
admixed_118775,admixed
admixed_118780,admixed
admixed_118784,admixed
admixed_126793,admixed
admixed_126796,admixed
admixed_126797,admixed
admixed_126798,admixed
admixed_126799,admixed
admixed_126800,admixed
admixed_126801,admixed
admixed_126805,admixed
admixed_126808,admixed
admixed_126811,admixed
admixed_126815,admixed
admixed_126824,admixed
admixed_126825,admixed
admixed_126836,admixed
admixed_126839,admixed
admixed_126840,admixed
admixed_126842,admixed
admixed_126845,admixed
admixed_126860,admixed
